session_id,user_id,timestamp,channel,device,session_duration,page_views
SES_002148,USER_000440,2025-11-26 01:56:22,Email,Desktop,16,3
SES_002149,USER_001311,2025-10-04 06:15:22,Referral,Tablet,253,20
SES_002150,USER_000700,2025-10-09 18:03:22,Paid Search,Tablet,94,1
SES_002151,USER_001864,2025-10-12 18:20:22,Social Media,Desktop,92,1
SES_002152,USER_000879,2025-10-10 23:16:22,Social Media,Mobile,23,4
SES_002153,USER_000824,2025-10-30 07:20:22,Referral,Desktop,278,14
SES_002154,USER_001218,2025-09-28 03:06:22,Referral,Tablet,24,9
SES_002155,USER_000946,2025-11-27 06:06:22,Organic Search,Tablet,0,13
SES_002156,USER_001613,2025-11-28 15:24:22,Email,Tablet,338,4
SES_002157,USER_001359,2025-10-17 21:57:22,Email,Mobile,142,20
SES_002158,USER_000902,2025-11-27 07:09:22,Referral,Mobile,214,18
SES_002159,USER_000535,2025-10-29 03:42:22,Referral,Desktop,71,19
SES_002160,USER_001731,2025-10-30 08:21:22,Direct,Tablet,204,2
SES_002161,USER_000972,2025-12-16 02:41:22,Email,Desktop,77,3
SES_002162,USER_001654,2025-09-30 01:01:22,Paid Search,Tablet,251,18
SES_002163,USER_001187,2025-11-08 17:44:22,Email,Tablet,24,17
SES_002164,USER_000617,2025-10-22 21:41:22,Email,Desktop,4,19
SES_002165,USER_001398,2025-10-06 20:51:22,Social Media,Mobile,455,13
SES_002166,USER_000537,2025-10-25 11:13:22,Email,Mobile,9,14
SES_002167,USER_000697,2025-10-09 12:10:22,Social Media,Mobile,121,15
SES_002168,USER_001650,2025-11-26 11:54:22,Social Media,Desktop,38,17
SES_002169,USER_001750,2025-12-05 11:45:22,Social Media,Mobile,375,5
SES_002170,USER_001237,2025-12-09 17:07:22,Referral,Desktop,90,11
SES_002171,USER_000243,2025-12-05 22:32:22,Organic Search,Tablet,99,6
SES_002172,USER_000637,2025-10-11 15:36:22,Email,Mobile,213,16
SES_002173,USER_001453,2025-11-09 16:06:22,Organic Search,Desktop,14,9
SES_002174,USER_001310,2025-10-01 13:41:22,Direct,Mobile,137,17
SES_002175,USER_000986,2025-11-07 12:18:22,Direct,Mobile,159,13
SES_002176,USER_000910,2025-11-22 04:26:22,Organic Search,Tablet,385,12
SES_002177,USER_000156,2025-09-20 19:46:22,Referral,Mobile,344,14
SES_002178,USER_000701,2025-10-08 10:25:22,Organic Search,Mobile,46,16
SES_002179,USER_000718,2025-10-19 00:40:22,Referral,Tablet,8,18
SES_002180,USER_001423,2025-12-09 16:41:22,Direct,Desktop,23,18
SES_002181,USER_000522,2025-10-19 03:38:22,Social Media,Mobile,8,14
SES_002182,USER_000229,2025-10-29 07:41:22,Email,Desktop,367,3
SES_002183,USER_001398,2025-10-06 17:27:22,Email,Tablet,171,16
SES_002184,USER_001361,2025-12-08 11:10:22,Email,Mobile,260,8
SES_002185,USER_001104,2025-10-27 07:59:22,Paid Search,Desktop,38,18
SES_002186,USER_001641,2025-11-07 08:28:22,Email,Desktop,191,2
SES_002187,USER_000068,2025-09-28 07:08:22,Paid Search,Mobile,71,7
SES_002188,USER_001279,2025-11-08 07:08:22,Social Media,Tablet,318,9
SES_002189,USER_001055,2025-10-18 22:12:22,Social Media,Tablet,279,4
SES_002190,USER_000708,2025-09-28 10:13:22,Email,Tablet,423,14
SES_002191,USER_001692,2025-10-11 19:34:22,Referral,Mobile,54,2
SES_002192,USER_000923,2025-11-26 18:10:22,Social Media,Mobile,166,7
SES_002193,USER_001319,2025-12-19 04:24:22,Referral,Tablet,199,8
SES_002194,USER_001647,2025-12-04 14:27:22,Direct,Mobile,373,13
SES_002195,USER_000125,2025-12-08 05:55:22,Direct,Desktop,388,20
SES_002196,USER_001395,2025-10-28 21:48:22,Paid Search,Desktop,57,15
SES_002197,USER_001456,2025-10-06 19:42:22,Organic Search,Tablet,139,13
SES_002198,USER_000334,2025-10-21 16:35:22,Paid Search,Tablet,46,15
SES_002199,USER_001024,2025-11-24 18:33:22,Organic Search,Desktop,759,18
SES_002200,USER_001893,2025-09-23 00:16:22,Direct,Desktop,131,17
SES_002201,USER_000031,2025-09-26 09:54:22,Paid Search,Desktop,8,4
SES_002202,USER_000778,2025-10-12 18:29:22,Organic Search,Tablet,87,14
SES_002203,USER_001465,2025-10-03 13:16:22,Referral,Tablet,453,16
SES_002204,USER_000127,2025-11-07 14:18:22,Social Media,Mobile,286,10
SES_002205,USER_001611,2025-10-20 04:36:22,Referral,Desktop,160,2
SES_002206,USER_001775,2025-11-19 19:44:22,Direct,Desktop,68,14
SES_002207,USER_000937,2025-12-03 22:11:22,Organic Search,Desktop,237,1
SES_002208,USER_001709,2025-11-09 16:18:22,Social Media,Tablet,159,15
SES_002209,USER_000189,2025-09-28 21:19:22,Organic Search,Tablet,88,9
SES_002210,USER_000578,2025-09-28 12:15:22,Social Media,Desktop,222,8
SES_002211,USER_000962,2025-09-20 01:52:22,Email,Tablet,56,20
SES_002212,USER_000603,2025-09-25 03:57:22,Direct,Mobile,97,7
SES_002213,USER_000941,2025-11-28 15:42:22,Direct,Mobile,31,20
SES_002214,USER_001084,2025-09-21 03:32:22,Direct,Tablet,150,16
SES_002215,USER_000879,2025-12-16 08:59:22,Direct,Desktop,83,19
SES_002216,USER_000485,2025-10-12 22:47:22,Direct,Mobile,4,20
SES_002217,USER_001183,2025-10-05 11:23:22,Referral,Mobile,109,17
SES_002218,USER_000755,2025-11-29 16:42:22,Organic Search,Desktop,257,19
SES_002219,USER_000596,2025-10-06 14:08:22,Social Media,Desktop,111,15
SES_002220,USER_000198,2025-12-18 14:00:22,Email,Tablet,36,3
SES_002221,USER_000825,2025-11-28 09:09:22,Direct,Desktop,168,19
SES_002222,USER_000153,2025-10-07 00:35:22,Paid Search,Mobile,73,19
SES_002223,USER_000216,2025-11-15 13:09:22,Social Media,Mobile,55,5
SES_002224,USER_000259,2025-11-28 23:01:22,Email,Desktop,69,17
SES_002225,USER_001922,2025-09-20 05:27:22,Social Media,Desktop,223,1
SES_002226,USER_000941,2025-09-25 13:58:22,Referral,Mobile,57,2
SES_002227,USER_001252,2025-10-10 18:10:22,Email,Tablet,32,18
SES_002228,USER_000375,2025-10-31 11:14:22,Organic Search,Mobile,132,17
SES_002229,USER_001893,2025-10-10 09:34:22,Paid Search,Mobile,13,18
SES_002230,USER_000188,2025-11-05 11:48:22,Social Media,Tablet,215,2
SES_002231,USER_001672,2025-10-04 05:41:22,Direct,Mobile,390,4
SES_002232,USER_001940,2025-12-12 13:38:22,Organic Search,Desktop,245,8
SES_002233,USER_001216,2025-11-14 13:10:22,Paid Search,Mobile,13,14
SES_002234,USER_001797,2025-10-30 08:18:22,,Tablet,318,3
SES_002235,USER_001634,2025-11-23 06:08:22,Referral,Mobile,46,5
SES_002236,USER_000527,2025-12-01 03:47:22,Direct,Mobile,76,20
SES_002237,USER_001896,2025-10-25 03:07:22,Referral,Tablet,283,17
SES_002238,USER_000529,2025-10-08 02:30:22,Direct,Tablet,267,2
SES_002239,USER_000141,2025-10-31 12:27:22,Direct,Mobile,45,6
SES_002240,USER_000691,2025-11-17 20:31:22,Referral,Mobile,133,8
SES_002241,USER_000918,2025-10-09 00:51:22,Social Media,Mobile,7,14
SES_002242,USER_000400,2025-10-14 05:53:22,Referral,Mobile,481,17
SES_002243,USER_000832,2025-11-28 20:29:22,Paid Search,Tablet,625,10
SES_002244,USER_000806,2025-10-07 04:21:22,Organic Search,Mobile,471,2
SES_002245,USER_000375,2025-11-05 01:57:22,Organic Search,Mobile,31,19
SES_002246,USER_001289,2025-09-21 06:20:22,Social Media,Mobile,20,16
SES_002247,USER_000206,2025-12-17 21:04:22,Direct,Desktop,18,3
SES_002248,USER_001397,2025-11-18 03:42:22,Referral,Mobile,294,15
SES_002249,USER_001883,2025-11-07 13:01:22,Paid Search,Mobile,227,12
SES_002250,USER_001829,2025-10-18 22:10:22,Social Media,Desktop,206,1
SES_002251,USER_000022,2025-09-30 08:26:22,Social Media,Tablet,79,2
SES_002252,USER_001857,2025-10-10 01:06:22,Organic Search,Desktop,74,6
SES_002253,USER_000579,2025-11-03 08:01:22,Social Media,Tablet,74,15
SES_002254,USER_000102,2025-09-25 02:24:22,Referral,Desktop,112,18
SES_002255,USER_000099,2025-11-04 10:05:22,Social Media,Desktop,197,3
SES_002256,USER_000417,2025-09-20 23:36:22,Direct,Mobile,266,1
SES_002257,USER_000094,2025-12-17 05:25:22,,Desktop,379,14
SES_002258,USER_001864,2025-11-23 07:02:22,Social Media,Tablet,64,20
SES_002259,USER_000709,2025-10-01 18:59:22,Direct,Desktop,578,12
SES_002260,USER_000835,2025-10-20 23:01:22,Paid Search,Mobile,13,2
SES_002261,USER_000121,2025-11-21 05:54:22,Organic Search,Mobile,515,18
SES_002262,USER_001026,2025-09-29 04:42:22,Email,Tablet,406,16
SES_002263,USER_001190,2025-10-24 10:01:22,Paid Search,Tablet,339,10
SES_002264,USER_000685,2025-12-17 23:13:22,Organic Search,Mobile,85,6
SES_002265,USER_000642,2025-10-30 11:31:22,Social Media,Desktop,122,13
SES_002266,USER_000126,2025-10-21 16:15:22,Social Media,Tablet,52,19
SES_002267,USER_000678,2025-12-08 17:00:22,Referral,Desktop,280,10
SES_002268,USER_001719,2025-10-01 13:18:22,Organic Search,Tablet,405,14
SES_002269,USER_001046,2025-12-14 12:40:22,Referral,Tablet,146,14
SES_002270,USER_001263,2025-10-21 18:18:22,Organic Search,Mobile,105,5
SES_002271,USER_000924,2025-09-19 21:15:22,Email,Tablet,146,18
SES_002272,USER_000344,2025-10-31 06:13:22,Paid Search,Tablet,265,10
SES_002273,USER_000938,2025-11-08 12:32:22,Paid Search,Desktop,287,5
SES_002274,USER_000259,2025-11-05 22:51:22,Social Media,Mobile,397,20
SES_002275,USER_000013,2025-09-20 01:25:22,Social Media,Desktop,225,18
SES_002276,USER_000139,2025-10-12 17:45:22,Paid Search,Tablet,232,6
SES_002277,USER_001159,2025-11-04 04:08:22,Direct,Tablet,0,12
SES_002278,USER_001128,2025-10-02 00:24:22,Direct,Tablet,83,18
SES_002279,USER_001442,2025-09-30 10:55:22,Direct,Tablet,648,6
SES_002280,USER_001096,2025-12-16 14:42:22,Organic Search,Mobile,448,16
SES_002281,USER_001861,2025-12-18 07:12:22,Direct,Tablet,514,17
SES_002282,USER_001053,2025-12-03 03:15:22,Direct,Mobile,362,4
SES_002283,USER_001260,2025-10-06 17:04:22,Paid Search,,35,7
SES_002284,USER_000569,2025-10-27 04:26:22,Paid Search,Desktop,10,3
SES_002285,USER_000136,2025-10-25 02:35:22,Referral,Tablet,354,4
SES_002286,USER_000262,2025-11-11 22:54:22,Paid Search,Tablet,24,1
SES_002287,USER_000268,2025-09-24 07:31:22,Social Media,Tablet,29,5
SES_002288,USER_000085,2025-11-15 02:40:22,Paid Search,Desktop,50,7
SES_002289,USER_000706,2025-10-06 03:23:22,Organic Search,Mobile,39,2
SES_002290,USER_001252,2025-12-04 19:17:22,Email,Mobile,420,4
SES_002291,USER_000852,2025-11-26 18:26:22,Referral,Desktop,841,3
SES_002292,USER_001193,2025-12-16 09:05:22,Social Media,Tablet,7,6
SES_002293,USER_000137,2025-11-25 17:25:22,Organic Search,Tablet,140,9
SES_002294,USER_000998,2025-12-07 23:43:22,Direct,Desktop,503,14
SES_002295,USER_000944,2025-09-21 03:21:22,Direct,Mobile,331,13
SES_002296,USER_000741,2025-09-24 23:32:22,Paid Search,Tablet,293,12
SES_002297,USER_000802,2025-09-26 20:55:22,Social Media,Desktop,104,14
SES_002298,USER_000620,2025-10-15 08:37:22,Paid Search,Tablet,97,1
SES_002299,USER_001807,2025-12-11 06:42:22,Paid Search,Desktop,87,14
SES_002300,USER_001927,2025-10-04 13:36:22,Social Media,Mobile,197,11
SES_002301,USER_001304,2025-12-12 05:02:22,Referral,Tablet,130,17
SES_002302,USER_001906,2025-09-25 05:05:22,Direct,Tablet,18,20
SES_002303,USER_001170,2025-11-10 15:58:22,Social Media,Tablet,15,20
SES_002304,USER_001940,2025-12-15 23:34:22,Direct,Desktop,393,10
SES_002305,USER_001945,2025-11-16 17:14:22,Organic Search,Desktop,45,9
SES_002306,USER_001023,2025-10-14 13:09:22,Organic Search,Mobile,339,17
SES_002307,USER_001877,2025-11-09 11:41:22,Social Media,Mobile,271,13
SES_002308,USER_001479,2025-12-17 06:01:22,Social Media,Mobile,159,9
SES_002309,USER_000805,2025-12-09 21:30:22,Paid Search,Tablet,115,9
SES_002310,USER_000260,2025-11-08 10:56:22,Email,Desktop,101,9
SES_002311,USER_001879,2025-09-29 16:39:22,Organic Search,Desktop,153,20
SES_002312,USER_001180,2025-10-29 03:23:22,Paid Search,Tablet,27,12
SES_002313,USER_000280,2025-11-06 23:37:22,Paid Search,Desktop,2,9
SES_002314,USER_000108,2025-10-19 23:07:22,Organic Search,Mobile,23,10
SES_002315,USER_000617,2025-12-13 19:59:22,Paid Search,Desktop,509,4
SES_002316,USER_000463,2025-10-29 20:31:22,Organic Search,Mobile,44,15
SES_002317,USER_001684,2025-10-03 09:15:22,Direct,Tablet,23,17
SES_002318,USER_000576,2025-11-03 16:27:22,Organic Search,Tablet,106,18
SES_002319,USER_001634,2025-10-29 16:31:22,Referral,Desktop,102,17
SES_002320,USER_000398,2025-11-16 19:35:22,Referral,Mobile,8,16
SES_002321,USER_001793,2025-12-10 17:13:22,Referral,Tablet,95,11
SES_002322,USER_000833,2025-10-07 19:15:22,Email,Mobile,92,11
SES_002323,USER_001895,2025-10-13 17:47:22,,Desktop,186,2
SES_002324,USER_000667,2025-12-09 09:40:22,Email,Desktop,4,12
SES_002325,USER_001494,2025-12-12 04:00:22,Organic Search,Desktop,119,6
SES_002326,USER_001238,2025-10-05 13:37:22,Email,Desktop,22,1
SES_002327,USER_001651,2025-10-27 18:54:22,Organic Search,Desktop,259,17
SES_002328,USER_001275,2025-12-09 09:23:22,Paid Search,Desktop,23,13
SES_002329,USER_001179,2025-11-02 23:03:22,Email,Tablet,4,6
SES_002330,USER_001863,2025-12-09 03:08:22,Paid Search,Tablet,78,7
SES_002331,USER_000390,2025-10-19 15:28:22,Referral,Mobile,46,20
SES_002332,USER_001602,2025-11-25 06:56:22,Social Media,Mobile,211,8
SES_002333,USER_000814,2025-11-03 18:26:22,Email,Mobile,643,16
SES_002334,USER_001566,2025-09-30 12:53:22,Organic Search,Mobile,168,4
SES_002335,USER_000812,2025-11-22 17:11:22,Email,Desktop,121,5
SES_002336,USER_001447,2025-10-01 22:59:22,Direct,Tablet,203,6
SES_002337,USER_001761,2025-10-01 03:00:22,Referral,Tablet,258,18
SES_002338,USER_001415,2025-10-22 23:48:22,Email,Desktop,28,7
SES_002339,USER_000520,2025-10-08 15:28:22,Direct,Desktop,252,10
SES_002340,USER_000366,2025-10-08 22:53:22,Referral,Tablet,304,6
SES_002341,USER_001844,2025-11-03 23:21:22,Direct,Mobile,42,2
SES_002342,USER_001089,2025-11-07 19:11:22,Referral,Desktop,12,4
SES_002343,USER_000470,2025-09-26 19:43:22,Email,Desktop,1,11
SES_002344,USER_000451,2025-11-29 21:07:22,Direct,Desktop,394,3
SES_002345,USER_001697,2025-11-07 16:43:22,Direct,Tablet,91,19
SES_002346,USER_000515,2025-11-19 08:41:22,Social Media,Mobile,8,11
SES_002347,USER_000148,2025-11-30 14:09:22,Referral,Mobile,16,9
SES_002348,USER_001181,2025-09-29 06:07:22,Social Media,Mobile,3,3
SES_002349,USER_000978,2025-11-07 05:31:22,Email,Mobile,294,2
SES_002350,USER_001776,2025-09-19 15:19:22,Email,Tablet,2,20
SES_002351,USER_001171,2025-12-12 02:24:22,Referral,Mobile,13,7
SES_002352,USER_000832,2025-10-21 09:45:22,Direct,Tablet,150,15
SES_002353,USER_000164,2025-09-24 05:51:22,Organic Search,Mobile,402,8
SES_002354,USER_001425,2025-12-05 16:26:22,Email,Desktop,111,11
SES_002355,USER_001927,2025-12-02 03:52:22,Referral,Mobile,48,7
SES_002356,USER_001291,2025-12-09 08:54:22,Referral,Desktop,22,3
SES_002357,USER_000478,2025-11-06 21:37:22,Direct,Tablet,182,6
SES_002358,USER_001654,2025-10-04 15:20:22,Direct,Desktop,268,16
SES_002359,USER_000003,2025-11-06 19:36:22,Email,Mobile,117,2
SES_002360,USER_000822,2025-10-07 00:53:22,Social Media,Tablet,258,16
SES_002361,USER_000790,2025-10-28 05:46:22,Social Media,Desktop,97,7
SES_002362,USER_000723,2025-11-03 01:02:22,Social Media,Desktop,4,8
SES_002363,USER_000874,2025-10-30 09:32:22,Organic Search,Mobile,664,19
SES_002364,USER_001166,2025-12-06 16:47:22,Organic Search,Tablet,189,5
SES_002365,USER_000368,2025-12-17 23:32:22,Organic Search,Tablet,112,1
SES_002366,USER_000481,2025-11-05 22:25:22,Paid Search,Tablet,41,10
SES_002367,USER_001253,2025-09-29 21:57:22,Direct,Tablet,330,11
SES_002368,USER_001792,2025-11-08 23:17:22,Referral,Mobile,646,9
SES_002369,USER_001167,2025-10-27 10:32:22,Social Media,Mobile,170,13
SES_002370,USER_000584,2025-12-06 05:33:22,Paid Search,Mobile,58,15
SES_002371,USER_000351,2025-10-18 06:14:22,Email,Tablet,256,18
SES_002372,USER_001179,2025-10-07 18:21:22,Direct,Tablet,231,7
SES_002373,USER_000213,2025-12-14 04:59:22,Direct,Mobile,18,6
SES_002374,USER_000670,2025-09-21 05:46:22,Referral,Mobile,258,16
SES_002375,USER_001640,2025-10-28 03:40:22,Referral,Mobile,83,16
SES_002376,USER_000887,2025-12-02 16:12:22,Organic Search,Desktop,64,19
SES_002377,USER_000290,2025-10-28 00:17:22,Referral,Tablet,10,1
SES_002378,USER_001771,2025-11-03 14:26:22,Paid Search,Mobile,72,13
SES_002379,USER_001974,2025-11-04 04:03:22,Paid Search,Mobile,177,16
SES_002380,USER_000535,2025-09-20 04:45:22,Organic Search,Tablet,44,3
SES_002381,USER_000149,2025-12-18 22:53:22,Social Media,Mobile,88,3
SES_002382,USER_000323,2025-10-18 04:53:22,Paid Search,Desktop,38,14
SES_002383,USER_000833,2025-12-14 10:26:22,Paid Search,Mobile,62,9
SES_002384,USER_001519,2025-10-16 07:24:22,Paid Search,Tablet,155,17
SES_002385,USER_001456,2025-12-17 09:09:22,Direct,Desktop,144,11
SES_002386,USER_001325,2025-12-18 15:54:22,Email,Desktop,29,3
SES_002387,USER_000426,2025-12-13 02:46:22,Organic Search,Desktop,907,10
SES_002388,USER_001249,2025-10-29 12:27:22,Social Media,Desktop,31,18
SES_002389,USER_000408,2025-10-25 00:43:22,Email,Tablet,370,6
SES_002390,USER_000677,2025-10-14 15:51:22,Direct,Desktop,26,5
SES_002391,USER_000960,2025-11-10 05:24:22,Organic Search,Desktop,39,14
SES_002392,USER_000897,2025-11-14 14:04:22,Referral,Mobile,81,1
SES_002393,USER_000356,2025-11-12 16:07:22,Direct,Mobile,51,2
SES_002394,USER_001139,2025-10-25 07:41:22,Organic Search,Desktop,433,19
SES_002395,USER_000607,2025-10-23 02:28:22,Paid Search,Desktop,8,18
SES_002396,USER_001962,2025-11-16 14:09:22,Referral,Desktop,17,6
SES_002397,USER_001877,2025-10-10 09:09:22,Organic Search,Desktop,104,14
SES_002398,USER_001316,2025-10-23 09:14:22,Referral,Desktop,320,16
SES_002399,USER_001917,2025-12-10 09:49:22,Social Media,Tablet,278,20
SES_002400,USER_000316,2025-10-12 19:21:22,Referral,Tablet,370,15
SES_002401,USER_001227,2025-12-15 02:58:22,Direct,Desktop,35,11
SES_002402,USER_001874,2025-09-25 06:08:22,Email,Tablet,59,9
SES_002403,USER_001576,2025-11-23 11:05:22,Paid Search,Tablet,37,19
SES_002404,USER_000086,2025-09-28 16:24:22,Organic Search,Desktop,136,17
SES_002405,USER_000931,2025-10-20 09:40:22,Direct,Tablet,171,3
SES_002406,USER_001204,2025-09-26 02:36:22,Referral,Tablet,29,4
SES_002407,USER_001012,2025-12-08 06:34:22,Paid Search,Tablet,390,4
SES_002408,USER_001142,2025-10-02 16:29:22,Email,Tablet,52,8
SES_002409,USER_001391,2025-11-16 16:28:22,Social Media,Desktop,84,13
SES_002410,USER_001418,2025-10-31 09:09:22,Referral,Desktop,430,1
SES_002411,USER_001023,2025-11-27 17:30:22,Social Media,Desktop,65,17
SES_002412,USER_001762,2025-11-24 06:55:22,Organic Search,Desktop,293,1
SES_002413,USER_000389,2025-11-06 07:01:22,Direct,Desktop,170,11
SES_002414,USER_000328,2025-12-16 01:49:22,Referral,Mobile,100,7
SES_002415,USER_000328,2025-12-05 10:38:22,Social Media,Mobile,115,6
SES_002416,USER_001658,2025-11-04 05:27:22,Organic Search,Mobile,140,5
SES_002417,USER_000240,2025-12-05 15:19:22,Direct,Desktop,29,10
SES_002418,USER_001552,2025-09-28 22:17:22,Email,Desktop,161,11
SES_002419,USER_001323,2025-12-14 09:55:22,Email,Tablet,229,5
SES_002420,USER_000156,2025-11-10 17:10:22,Social Media,Desktop,7,13
SES_002421,USER_000420,2025-11-01 08:34:22,Organic Search,Tablet,74,7
SES_002422,USER_001443,2025-10-02 18:59:22,Organic Search,Tablet,137,8
SES_002423,USER_001602,2025-10-09 14:10:22,Paid Search,Desktop,538,6
SES_002424,USER_000315,2025-09-28 23:05:22,Referral,Desktop,223,18
SES_002425,USER_000225,2025-11-14 04:44:22,Email,Desktop,19,19
SES_002426,USER_000088,2025-11-25 21:34:22,Organic Search,Mobile,249,1
SES_002427,USER_001067,2025-11-07 16:54:22,Email,Tablet,117,11
SES_002428,USER_001221,2025-10-31 10:42:22,Social Media,Mobile,248,4
SES_002429,USER_001657,2025-11-14 10:26:22,Referral,Tablet,27,14
SES_002430,USER_001253,2025-10-07 16:22:22,Organic Search,Desktop,8,6
SES_002431,USER_001583,2025-10-22 04:31:22,Organic Search,Mobile,499,19
SES_002432,USER_001256,2025-12-17 14:23:22,Direct,Mobile,159,20
SES_002433,USER_000041,2025-10-25 06:02:22,Referral,Tablet,39,18
SES_002434,USER_000128,2025-09-26 19:14:22,Email,Tablet,246,1
SES_002435,USER_001788,2025-09-19 23:17:22,Paid Search,Desktop,141,7
SES_002436,USER_001842,2025-10-01 11:38:22,Social Media,Mobile,50,17
SES_002437,USER_001726,2025-10-20 05:03:22,,Tablet,31,14
SES_002438,USER_000336,2025-12-06 17:00:22,Direct,Mobile,91,14
SES_002439,USER_001807,2025-11-17 01:17:22,Paid Search,Tablet,891,7
SES_002440,USER_001036,2025-11-23 07:15:22,Paid Search,Mobile,94,3
SES_002441,USER_000215,2025-11-02 07:25:22,Direct,Mobile,35,15
SES_002442,USER_001360,2025-10-21 00:53:22,Organic Search,,13,5
SES_002443,USER_001498,2025-11-22 16:30:22,Referral,Desktop,201,17
SES_002444,USER_001451,2025-10-17 23:15:22,Referral,Desktop,135,11
SES_002445,USER_001548,2025-12-17 11:43:22,Email,Desktop,189,14
SES_002446,USER_000507,2025-12-09 10:41:22,Paid Search,Tablet,133,9
SES_002447,USER_001423,2025-09-29 06:26:22,Email,Desktop,111,17
SES_002448,USER_001354,2025-10-03 22:55:22,Direct,Tablet,212,12
SES_002449,USER_000755,2025-11-21 17:05:22,Referral,Desktop,217,13
SES_002450,USER_000284,2025-12-17 23:52:22,Paid Search,Mobile,153,4
SES_002451,USER_001234,2025-10-31 01:31:22,Direct,Desktop,75,8
SES_002452,USER_001187,2025-10-24 08:45:22,Organic Search,Tablet,63,5
SES_002453,USER_000624,2025-12-05 11:46:22,Email,Tablet,95,19
SES_002454,USER_000937,2025-09-28 01:54:22,Email,Desktop,145,20
SES_002455,USER_000831,2025-10-29 09:01:22,Direct,Tablet,342,10
SES_002456,USER_000497,2025-10-24 13:50:22,Direct,Mobile,21,15
SES_002457,USER_000219,2025-10-26 01:51:22,Social Media,Tablet,156,18
SES_002458,USER_000342,2025-11-06 21:07:22,Organic Search,Mobile,1,20
SES_002459,USER_000336,2025-12-13 07:50:22,Organic Search,Desktop,22,2
SES_002460,USER_001721,2025-11-09 15:47:22,Email,Tablet,417,1
SES_002461,USER_001140,2025-11-27 16:35:22,Social Media,Desktop,264,1
SES_002462,USER_001129,2025-11-28 05:53:22,Referral,Mobile,118,18
SES_002463,USER_000712,2025-10-20 06:56:22,Social Media,Tablet,948,18
SES_002464,USER_000095,2025-11-11 18:18:22,Email,Desktop,8,7
SES_002465,USER_000729,2025-12-14 23:04:22,Referral,Tablet,395,20
SES_002466,USER_000393,2025-12-10 17:19:22,Social Media,Desktop,146,19
SES_002467,USER_001872,2025-11-15 05:00:22,Social Media,Tablet,9,16
SES_002468,USER_000232,2025-09-22 07:25:22,Paid Search,Tablet,293,1
SES_002469,USER_000621,2025-12-08 17:45:22,Referral,Desktop,56,10
SES_002470,USER_001145,2025-10-21 15:56:22,Organic Search,Mobile,196,14
SES_002471,USER_001252,2025-11-09 22:28:22,Organic Search,Desktop,22,12
SES_002472,USER_000256,2025-12-05 01:13:22,Social Media,Desktop,36,6
SES_002473,USER_000530,2025-12-05 11:39:22,Referral,Mobile,104,1
SES_002474,USER_001224,2025-11-21 20:48:22,Social Media,Tablet,277,12
SES_002475,USER_000013,2025-10-18 06:45:22,Organic Search,Desktop,137,11
SES_002476,USER_000116,2025-11-20 13:26:22,Referral,Desktop,32,20
SES_002477,USER_001904,2025-09-20 10:33:22,Referral,Desktop,480,3
SES_002478,USER_001582,2025-11-18 19:17:22,Paid Search,Mobile,122,14
SES_002479,USER_001135,2025-10-24 04:59:22,Paid Search,Tablet,69,11
SES_002480,USER_000208,2025-10-30 16:29:22,Social Media,Mobile,27,11
SES_002481,USER_001877,2025-11-09 14:50:22,Social Media,Mobile,12,11
SES_002482,USER_000630,2025-09-26 04:12:22,Social Media,Desktop,53,15
SES_002483,USER_001499,2025-10-24 02:32:22,Referral,Desktop,63,17
SES_002484,USER_000941,2025-10-26 15:11:22,Email,Tablet,64,19
SES_002485,USER_001095,2025-10-14 19:36:22,Direct,Mobile,47,17
SES_002486,USER_001691,2025-09-22 18:30:22,Paid Search,Desktop,209,8
SES_002487,USER_001096,2025-12-11 04:16:22,Paid Search,Desktop,129,17
SES_002488,USER_001695,2025-10-12 04:22:22,Paid Search,Mobile,39,10
SES_002489,USER_000837,2025-11-30 00:29:22,Organic Search,Desktop,106,10
SES_002490,USER_001157,2025-10-31 08:31:22,Referral,Tablet,9,17
SES_002491,USER_000907,2025-10-02 22:45:22,Paid Search,Mobile,123,16
SES_002492,USER_000280,2025-11-06 16:55:22,Direct,Mobile,45,13
SES_002493,USER_000108,2025-12-04 06:54:22,Email,Mobile,54,11
SES_002494,USER_001135,2025-12-07 05:54:22,Organic Search,Desktop,8,20
SES_002495,USER_000195,2025-11-02 02:32:22,Direct,Tablet,222,6
SES_002496,USER_000799,2025-12-18 13:52:22,Referral,Mobile,33,10
SES_002497,USER_001194,2025-10-25 10:50:22,Social Media,Tablet,171,15
SES_002498,USER_000714,2025-11-06 01:28:22,Social Media,Mobile,71,19
SES_002499,USER_000948,2025-11-24 15:51:22,Direct,Desktop,13,19
SES_002500,USER_000385,2025-11-27 07:00:22,Referral,Desktop,64,18
SES_002501,USER_000613,2025-12-10 07:16:22,Organic Search,Mobile,249,17
SES_002502,USER_001072,2025-10-22 22:09:22,Social Media,Desktop,99,6
SES_002503,USER_000700,2025-11-09 03:24:22,Referral,Desktop,42,17
SES_002504,USER_000564,2025-11-14 04:25:22,Direct,Mobile,323,3
SES_002505,USER_001291,2025-11-02 05:18:22,Organic Search,Tablet,192,19
SES_002506,USER_001894,2025-10-10 14:46:22,Organic Search,Desktop,147,14
SES_002507,USER_001103,2025-11-13 05:31:22,Social Media,Tablet,67,17
SES_002508,USER_001379,2025-09-22 10:47:22,Organic Search,Tablet,69,5
